Company,52-Week Low,Recent Price,52-Week High,Beta,Daily Volume (3-month avg),Daily Volume (10-day avg),52-Week Change,52-Week Change relative to S&P500,Market Capitalization,Shares Outstanding,Float,Annual Dividend,Dividend Yield,Last Split,Book Value,Earnings (ttm),Earnings (mrq),Sales (per share),Cash,Price/Book,Price/Earnings,Price/Sales,Sales (ttm),EBITDA,Income,Profit Margin,Operating Margin,Fiscal Year Ends,Most recent quarter,Return Assets,Return Equity,Current Ratio,Debt/Equity,Total Cash,Shares Short,Percent of Float,Shares Short (Prior Month),Short Ratio,Daily Volume,Start Price,End Price,Company Return,Market Return
csco,11.04,16.92,57.625,1.89,71.1M,77.5M,-67.50%,-56.50%,124.1B,7.33B,7.19B,none,none,none,3.7,-0.15,0,2.98,0.94,4.57,none,5.68,22.3B,-949.0M,-1.01B,-4.50%,-9.00%,28-Jul,none,none,none,none,none,none,none,none,none,none,none,17.66,20.45,15.80%,5.11%
cscq,1.625,2.2,3.125,0.73,11.7K,"7,000",-21.80%,4.90%,22.3M,10.2M,8.90M,none,none,none,5.17,0.14,-0.04,18.03,0.07,0.42,16.06,0.12,194.2M,9.83M,1.66M,0.90%,2.80%,31-Dec,none,1.75%,3.09%,1.62,0.29,705.0K,"4,000",0.00%,"4,000",0.4,10.0K,2.36,2.1,-11.02%,5.11%
csfl,11.25,15.2,16.25,none,"1,727","2,000",none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,15.5,15.6,0.65%,5.11%
csg,24,24.99,30,0.05,69.6K,73.0K,-3.00%,30.10%,12.7B,509.7M,504.6M,none,none,none,8.54,1.14,0.45,14.62,none,2.93,21.92,1.71,7.39B,1.22B,576.0M,10.60%,15.20%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,25.25,25.35,0.40%,5.11%
csgie.ob,0.05,0.065,0.297,1.89,126.2K,62.0K,-76.90%,-69.00%,4.10M,63.1M,61.9M,none,none,none,-0.1,-0.2,-0.2,0,0,none,none,18.16,131.0K,-5.86M,-7.52M,none,none,31-May,none,-433.63%,none,0.03,none,"1,000",0,none,"1,000",none,0,0.07,,0,5.11%
csgp,14,18.54,33,2.71,37.3K,36.0K,-40.20%,-19.80%,289.9M,15.6M,8.90M,none,none,none,7.04,-1.76,-0.26,4.54,2.65,2.63,none,4.09,70.7M,-22.0M,-27.4M,-38.80%,-42.60%,31-Dec,none,-19.45%,-22.67%,2.9,0,41.5M,253.0K,2.80%,253.0K,9.73,26.0K,19,19.37,1.95%,5.11%
csgs,30.4,31.26,64.7,1.11,608.0K,1.41M,-34.40%,-12.10%,1.67B,53.3M,31.5M,none,none,none,4.58,1.99,0.54,8.46,1.39,6.82,15.68,3.69,467.3M,190.3M,110.0M,23.50%,37.60%,31-Dec,none,32.57%,54.65%,1.58,0.16,74.0M,1.52M,4.80%,1.47M,4.54,335.0K,33.58,30.95,-7.83%,5.11%
csh,1.1,1.1,3.125,1.03,"2,818","3,000",-58.10%,-43.80%,6.62M,6.02M,3.70M,0.08,7.27%,none,18.74,-1.31,-0.24,42.45,7.64,0.06,none,0.03,385.0M,2.83M,-11.9M,-4.90%,-4.60%,31-Dec,none,-4.63%,-10.10%,1.25,1.04,46.0M,26.0K,0.70%,22.0K,1.53,17.0K,1.1,1.15,4.55%,5.11%
cshb.ob,4.875,6.4,7,-0.21,818,"1,000",11.30%,49.30%,7.49M,1.17M,800.0K,none,none,none,7.74,0.21,0.14,8.85,2.72,0.83,30.05,0.72,10.4M,none,249.0K,2.40%,none,31-Dec,none,0.19%,2.89%,none,none,none,none,none,none,none,none,6.75,6.55,-2.96%,5.11%
csi,6.375,8.54,11.8,0.35,"6,455","4,000",31.40%,76.20%,130.6M,15.3M,3.20M,none,none,none,8.12,0.66,0.16,15.79,1.56,1.05,12.86,0.54,244.0M,22.3M,10.2M,4.20%,6.40%,31-Dec,none,5.62%,8.10%,3.02,0,23.9M,"1,000",0.00%,"1,000",0.06,18.0K,,9.15,0,5.11%
csii,5.4,6.26,12.375,0.88,17.4K,"5,000",-47.30%,-29.30%,52.4M,8.37M,4.30M,0.4,6.39%,none,8.1,0.18,-0.02,11.16,2.35,0.77,34.02,0.56,99.0M,8.97M,1.57M,1.60%,3.70%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,7.11,6.9,-2.95%,5.11%
csk,16.75,28.32,29.91,0.83,47.5K,36.0K,45.20%,94.80%,429.0M,15.2M,13.6M,0.88,3.11%,none,29.46,0.54,0.13,55.96,1.28,0.96,52.16,0.51,783.6M,37.8M,7.20M,0.90%,4.80%,31-Dec,none,0.50%,1.73%,0.76,0.97,19.6M,300.0K,2.20%,339.0K,3.85,78.0K,,28.78,0,5.11%
cskky,12,25.6,34.95,1.36,227,0,70.70%,128.90%,1.91B,74.7M,74.0M,none,none,none,none,-2.34,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,26.15,27.1,3.63%,5.11%
csl,25.5,29.88,45.688,0.97,69.3K,64.0K,-27.70%,-3.00%,904.2M,30.3M,24.8M,0.84,2.81%,none,17.74,0.91,0.36,60.12,0.19,1.68,32.8,0.5,1.83B,142.8M,27.8M,1.50%,4.10%,31-Dec,none,2.01%,5.18%,0.99,1.05,5.73M,1.06M,4.30%,953.0K,16.81,63.0K,,33.56,0,5.11%
csli,8.25,9.21,15.5,0.47,"1,636",0,-3.70%,29.20%,58.4M,6.34M,3.00M,0.16,1.74%,none,10.35,1.04,0.26,6.67,0.88,0.89,8.86,1.38,43.3M,none,6.74M,15.60%,21.60%,31-Dec,none,3.19%,10.85%,none,0,5.59M,0,none,0,none,"1,000",9.21,9.45,2.61%,5.11%
cslmf,2.188,4.6,4.71,0.95,"1,409","1,000",84.00%,146.80%,13.0M,2.82M,1.40M,none,none,none,3.76,0.15,0.01,45.16,0.13,1.22,31.51,0.1,138.6M,10.2M,519.0K,1.40%,2.60%,31-Dec,none,2.52%,4.89%,1.14,3.79,376.0K,0,none,0,none,"1,000",4.6,5.25,14.13%,5.11%
cslr,1.25,2.09,2.35,-0.5,455,0,45.30%,94.90%,10.3M,4.95M,600.0K,none,none,none,1.41,0.23,0.24,0.63,0.06,1.49,9.01,3.31,3.12M,-720.0K,1.15M,36.80%,-27.40%,31-Dec,none,12.78%,18.99%,4.01,0.04,307.0K,0,none,"1,000",none,"1,000",2.09,2.12,1.44%,5.11%
csne.ob,0.001,0.001,1,-2.97,91,0,0.00%,34.10%,"5,000",5.28M,3.80M,none,none,none,-0.42,-1.54,-0.19,0.02,0.67,none,none,0.06,85.0K,-7.50M,-7.85M,none,none,30-Sep,none,-215.87%,none,1.11,176.47,3.52M,0,none,0,none,56.0K,,,0,5.11%
csnt,9.5,15.09,18.1,0.22,"1,045","1,000",54.80%,107.60%,27.5M,1.82M,1.20M,0.31,2.05%,none,11.14,2.73,0.7,none,5.54,1.35,5.53,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,15.09,14,-7.22%,5.11%
csol.ob,0.012,0.033,0.255,0.41,302.9K,459.0K,-64.50%,-52.40%,1.38M,41.9M,34.3M,none,none,none,-0.03,-0.87,-0.14,0.01,0,none,none,4.2,72.0K,-6.07M,-6.90M,none,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,0.033,0.028,-15.15%,5.11%
cson,2.04,3.3,9,1.52,28.8K,29.0K,-62.30%,-49.40%,31.1M,9.42M,8.80M,none,none,none,2.72,-0.65,0.37,0.32,2,1.21,none,10.41,2.97M,-21.0M,-5.98M,none,none,30-Jun,none,-12.44%,-17.74%,5,0,18.8M,"3,000",0.00%,0,0.06,52.0K,3.35,3.5,4.48%,5.11%
cspi,2.625,3.7,5.063,0.49,"5,727","8,000",-11.00%,19.40%,13.0M,3.51M,2.90M,none,none,none,6.77,-0.82,-0.17,11.88,3.91,0.55,none,0.31,41.9M,-2.91M,-2.88M,-6.90%,-6.90%,31-Aug,none,-8.22%,-11.26%,5.66,0,13.7M,0,none,"1,000",none,"5,000",3.5,3.6,2.86%,5.11%
csplf,3.063,4.73,9.87,1.3,20.9K,19.0K,11.30%,49.30%,68.1M,14.4M,14.0M,none,none,none,0.79,0.17,0.2,0.38,0.37,6.01,27.66,12.48,5.43M,3.47M,2.45M,45.10%,57.50%,31-Dec,none,26.47%,28.01%,12.79,0,5.26M,"2,000",0.00%,"2,000",0.18,11.0K,4.7,4.49,-4.47%,5.11%
csr,27.5,36.2,53.25,1.29,15.0K,11.0K,-19.30%,8.20%,43.6B,1.20B,1.07B,none,none,none,21.88,2.6,0.65,62.33,1.71,1.66,13.95,0.58,72.8B,none,2.99B,4.30%,6.60%,31-Dec,none,0.52%,12.28%,none,1.87,2.06B,none,none,none,none,none,36.9,38.6,4.61%,5.11%
csre,2.2,3.2,4.25,0.65,17.5K,50.0K,-8.60%,22.60%,32.4M,10.1M,9.70M,none,none,none,3.13,-0.86,-0.86,6.26,2.39,1.02,none,0.51,62.4M,-210.0K,-8.72M,-14.00%,-1.80%,30-Jun,none,none,none,none,none,none,none,none,none,none,none,3.07,3.05,-0.65%,5.11%
csrly.ob,8,12.5,15.3,0.57,"5,591","2,000",42.90%,91.60%,2.98B,238.2M,157.2M,none,none,none,none,1.27,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,,0,5.11%
css,18.625,27.09,27.2,0.16,"2,364","3,000",31.30%,76.10%,239.8M,8.85M,3.20M,none,none,none,24.51,2.17,0.96,45.69,0.07,1.1,12.48,0.59,405.5M,42.6M,19.3M,4.80%,6.90%,31-Mar,none,none,none,none,none,none,none,none,none,none,none,27.2,28.29,4.01%,5.11%
cstl,0.5,0.58,1.594,0.06,"3,091","3,000",-42.00%,-22.20%,2.75M,4.75M,3.10M,none,none,none,0.86,-0.07,-0.06,2.42,0.76,0.67,none,0.24,11.7M,-267.0K,-317.0K,-2.70%,-4.30%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,0.6,0.7,16.67%,5.11%
cstr,11,18.47,26.51,1.17,140.4K,106.0K,36.20%,82.60%,385.8M,20.9M,8.10M,none,none,none,1.4,-0.7,-0.02,5.66,4.14,13.18,none,3.27,115.8M,19.4M,-14.3M,-13.30%,-7.20%,31-Dec,none,-9.83%,-38.71%,1.4,2.14,86.4M,609.0K,7.50%,667.0K,5.91,103.0K,19.3,23.83,23.47%,5.11%
csu,1.39,2.04,2.85,0.79,35.6K,13.0K,-18.40%,9.40%,40.2M,19.7M,3.70M,none,none,none,5.67,-0.02,0.06,3.66,0.9,0.36,none,0.56,72.2M,17.4M,-407.0K,0.30%,15.00%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,1.91,2.02,5.76%,5.11%
csv,1.063,5.99,8.74,0.98,78.4K,57.0K,219.50%,328.40%,100.0M,16.7M,9.00M,none,none,none,4.71,-5.48,0.12,9.75,0.15,1.27,none,0.61,164.0M,-55.9M,-88.1M,-53.70%,-46.20%,31-Dec,none,-13.81%,-67.60%,1.13,2.18,2.48M,862.0K,9.60%,715.0K,9.17,94.0K,6.36,4.78,-24.84%,5.11%
cswc,50.625,63.05,69,0.17,"2,727","3,000",17.60%,57.70%,240.5M,3.81M,2.20M,0.8,1.27%,none,63.32,2.03,4.13,1.15,16.2,1,31,55.04,4.37M,3.49M,7.76M,177.50%,52.50%,31-Mar,none,2.21%,3.34%,none,0.32,61.8M,0,none,0,none,"2,000",64.05,63.37,-1.06%,5.11%
csx,23.188,33.7,41.3,0.55,1.08M,1.85M,32.20%,77.20%,7.18B,213.1M,155.5M,0.4,1.19%,none,28.76,1.33,0.47,38.45,2.79,1.17,25.38,0.88,8.15B,1.58B,282.0M,3.50%,11.70%,29-Dec,none,none,none,none,none,none,none,none,none,none,none,33.23,37.4,12.55%,5.11%
csyi.ob,0.005,0.005,0.44,0.49,"1,909","8,000",-96.90%,-95.80%,23.0K,4.59M,2.90M,none,none,none,3.2,-0.83,-0.25,21.91,0.09,0,none,0,91.9M,5.15M,-3.50M,-3.80%,-2.10%,30-Apr,none,-4.17%,-22.18%,0.85,3.53,390.0K,0,none,"4,000",none,"6,000",,,0,5.11%
ct,4,5.1,6.5,0.65,"3,273","1,000",16.60%,56.30%,103.8M,20.4M,1.90M,none,none,none,6.75,0.39,0.1,1.68,0.59,0.76,13.11,3.03,54.0M,36.1M,8.75M,34.40%,65.20%,31-Dec,none,2.79%,5.57%,none,2.56,12.0M,200.0K,10.50%,200.0K,100,"2,000",5.1,4.93,-3.33%,5.11%
cta,3.25,3.5,6.45,0.48,21.6K,47.0K,-39.80%,-19.30%,96.7M,27.6M,6.10M,0.16,4.57%,none,7.34,0.12,-0.19,4.37,0.22,0.48,29.17,0.8,117.7M,63.6M,3.07M,2.20%,-3.90%,31-Dec,none,0.34%,1.43%,none,2,6.05M,"4,000",0.10%,"8,000",0.13,30.0K,3.48,4,14.94%,5.11%
ctac,11.21,14.13,38.375,2.64,76.5K,215.0K,-62.60%,-49.80%,163.5M,11.6M,5.60M,none,none,none,1.86,0.91,0.18,14.3,0.12,7.59,15.49,0.99,168.5M,17.9M,10.8M,6.40%,10.60%,30-Dec,none,none,none,none,none,none,none,none,none,none,none,14.92,14.39,-3.55%,5.11%
ctas,33.75,40.42,54,1.12,1.10M,699.0K,-11.00%,19.30%,6.86B,169.7M,118.8M,0.22,0.54%,none,7.59,1.33,0.33,12.82,0.75,5.32,30.46,3.15,2.20B,492.6M,228.1M,10.40%,16.60%,31-May,none,13.36%,19.11%,3.72,0.18,126.7M,12.3M,10.40%,11.4M,10.51,1.17M,40.39,42.74,5.82%,5.11%
ctb,9.188,13.21,17.43,1.03,271.9K,163.0K,20.80%,62.00%,958.4M,72.5M,52.2M,0.42,3.18%,none,13.03,0.59,0.2,44,0.28,1.01,22.5,0.3,3.20B,178.3M,42.7M,1.30%,2.20%,31-Dec,none,1.46%,4.50%,2.02,1.22,20.5M,1.71M,3.30%,1.74M,5.6,305.0K,13.7,14.82,8.18%,5.11%
ctbc,7.313,10.74,11.2,0.07,"7,182","1,000",40.90%,88.90%,117.3M,10.9M,2.40M,none,none,none,8.54,1.2,0.52,21.05,0.29,1.26,8.98,0.51,232.4M,29.3M,13.2M,5.70%,10.80%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,10.74,10,-6.89%,5.11%
ctbi,13.938,22,28.5,0.3,"8,545","8,000",47.90%,98.30%,251.1M,11.4M,10.2M,0.84,3.82%,none,16.72,1.91,0.46,15.63,5.66,1.32,11.51,1.41,181.4M,none,22.2M,12.20%,none,31-Dec,none,0.94%,12.05%,none,none,none,none,none,none,none,none,22.41,22.82,1.83%,5.11%
ctbk,19.5,24.73,28,0.24,"8,227","6,000",2.00%,36.80%,236.8M,9.58M,6.70M,0.28,1.13%,none,12.64,1.97,0.5,5.92,1.36,1.96,12.59,4.18,58.1M,none,19.3M,33.20%,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,25.3,25.28,-0.08%,5.11%
ctc,8.6,10.3,16.813,1.24,245.6K,274.0K,-32.70%,-9.80%,2.46B,239.3M,59.2M,none,none,none,6.43,0,-0.07,none,1.13,1.6,none,none,0,none,0,none,none,31-Dec,none,0.00%,0.00%,1.47,1.34,271.2M,437.0K,0.70%,375.0K,3.8,115.0K,10.43,11.55,10.74%,5.11%
ctch,0.2,0.22,14.188,4.43,41.6K,71.0K,-98.20%,-97.60%,3.86M,17.6M,13.9M,none,none,none,2.23,-4.78,-1.61,0.88,0.53,0.1,none,0.25,14.7M,-51.9M,-80.2M,none,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,0.25,0.35,40.00%,5.11%
ctci,10.25,14.05,24,-0.08,16.5K,22.0K,-28.90%,-4.60%,264.1M,18.8M,16.6M,0.26,1.85%,none,9.27,0.59,0.15,6.82,none,1.52,23.73,2.06,128.7M,6.22M,11.2M,8.70%,4.80%,31-Dec,none,3.90%,6.36%,1.72,0.55,none,38.0K,0.20%,32.0K,2.23,17.0K,14.35,16.47,14.77%,5.11%
ctco,28.25,42.83,45.19,0.83,43.9K,29.0K,25.30%,68.00%,999.9M,23.3M,9.80M,none,none,none,5.86,-1.37,0.76,13.11,1.12,7.32,none,3.27,306.1M,13.6M,-30.4M,-10.60%,-16.40%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,43.44,45.86,5.57%,5.11%
ctcq,2.25,3.46,4.563,0.01,"8,000","7,000",4.40%,40.10%,21.4M,6.18M,4.90M,none,none,none,2.74,0.17,0.07,6.61,0.2,1.26,20.47,0.52,41.1M,2.31M,1.05M,2.50%,4.70%,30-Sep,none,4.31%,6.38%,2.95,0.11,1.25M,10.0K,0.20%,"8,000",1.25,"8,000",3.48,4.7,35.06%,5.11%
cte,0.625,2.38,3.5,1.42,43.0K,143.0K,19.00%,59.60%,20.2M,8.48M,7.80M,none,none,none,0.69,0.67,-0.03,0.23,0.43,3.42,3.56,10.51,1.94M,-684.0K,5.95M,306.80%,-65.40%,31-Mar,none,100.09%,169.29%,4.03,0.07,3.62M,0,none,0,none,36.0K,2.33,1.95,-16.31%,5.11%
ctec,3.688,22.1,23.42,-0.07,203.1K,343.0K,301.80%,438.90%,268.3M,12.1M,9.20M,none,none,none,2.16,-0.08,0.12,3.48,0.62,10.25,none,6.36,43.6M,-2.33M,-721.0K,-1.70%,-7.20%,30-Mar,none,none,none,none,none,none,none,none,none,none,none,20.8,26.69,28.32%,5.11%
ctek.ob,0.001,0.001,0.281,3.5,12.3K,14.0K,-99.40%,-99.10%,22.0K,22.0M,12.5M,none,none,none,-0.34,-0.72,-0.05,0.01,0,none,none,0.08,244.0K,-8.34M,-12.6M,none,none,31-Dec,none,-262.26%,none,0.03,none,67.0K,0,none,26.0K,none,154.0K,,,0,5.11%
ctel,0.96,1.29,2.56,none,"7,500",40.0K,-22.10%,4.50%,31.6M,24.5M,12.0M,none,none,none,none,0.35,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,1.4,1.5416,10.11%,5.11%
ctg,1.3,2.75,7.125,1.63,30.4K,18.0K,-46.30%,-28.00%,57.4M,20.9M,10.9M,0.05,1.82%,none,4.08,-0.17,-0.08,20.26,0.26,0.67,none,0.14,329.7M,10.8M,-2.77M,-0.80%,0.60%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,2.35,3.03,28.94%,5.11%
ctgi,0.688,2.1,2.95,-0.6,14.4K,26.0K,123.90%,200.20%,36.1M,17.2M,12.0M,none,none,none,0.53,0.2,0.08,3.16,0.31,3.98,10.45,0.66,55.8M,3.42M,3.61M,6.50%,2.80%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,2.13,2.45,15.02%,5.11%
cthr,0.8,0.99,2.813,1.6,"6,636","8,000",-50.50%,-33.60%,13.3M,13.4M,8.90M,none,none,none,2.49,-0.31,0.01,0.92,0.74,0.4,none,1.07,10.8M,-3.20M,-1.89M,-17.60%,-30.00%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,1.04,1.21,16.35%,5.11%
cti,1.96,2.13,5.875,0.95,25.5K,69.0K,-58.90%,-44.90%,52.3M,24.6M,14.5M,none,none,none,2.2,0,-0.05,14,0.13,0.97,532.5,0.15,344.2M,34.1M,110.0K,0.10%,8.50%,31-Dec,none,0.06%,0.21%,0.44,5.02,3.30M,"1,000",0.00%,"1,000",0.05,21.0K,2.1,2.2,4.76%,5.11%
ctib,0.75,1.66,2.5,0.3,682,0,-14.30%,14.90%,2.00M,1.21M,100.0K,none,none,none,3.85,-0.68,0.05,19.32,0.03,0.43,none,0.09,23.3M,1.82M,-815.0K,-3.90%,0%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,,1.35,0,5.11%
ctic,12.5,30.03,69.859,1.16,549.5K,1.10M,-54.80%,-39.30%,1.01B,33.7M,21.2M,none,none,none,4.46,-1.94,-0.64,0.13,8.16,6.74,none,230.62,4.32M,-54.0M,-64.2M,none,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,28.7,27.36,-4.67%,5.11%
ctig.ob,0.46,0.6,1.21,none,"7,045","2,000",none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0.6,0.6,0.00%,5.11%
ctim,5.5,6.806,9.219,0.27,"5,227",0,-2.80%,30.40%,35.6M,5.23M,400.0K,none,none,none,9.31,-0.05,0.27,28.46,0.45,0.73,none,0.24,148.1M,4.97M,-307.0K,-0.20%,0.10%,30-Mar,none,none,none,none,none,none,none,none,none,none,none,6.75,7.18,6.37%,5.11%
ctl,25.45,31.6,39.875,0.73,683.4K,556.0K,-15.00%,14.00%,4.46B,141.0M,117.0M,0.2,0.63%,none,15.8,2.26,0.45,14.75,0.28,2,13.96,2.14,2.10B,1.01B,321.7M,15.30%,27.30%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,32.98,33.8,2.49%,5.11%
ctlg,1.563,3.71,3.76,0.06,"2,136","8,000",64.90%,121.10%,16.1M,4.34M,1.80M,none,none,none,2.24,0.36,0.19,13.16,0.35,1.66,10.39,0.28,60.0M,5.54M,1.62M,2.70%,6.30%,30-Dec,none,6.68%,18.39%,1.55,0.83,1.53M,"1,000",0.10%,"1,000",1,"1,000",3.71,,0,5.11%
ctlm,4.3,5.64,51.438,none,808.5K,1.70M,-87.70%,-83.50%,193.4M,34.3M,26.3M,none,none,none,3.6,-0.73,-0.04,4.54,2.77,1.57,none,1.24,149.4M,-23.8M,-23.7M,-15.90%,-17.80%,31-Dec,none,-17.46%,-20.93%,5.93,0,93.6M,2.14M,8.20%,2.50M,2.86,749.0K,5.81,10.05,72.98%,5.11%
ctnr.ob,14.125,18,22,none,0,0,27.40%,70.90%,9.07M,504.0K,200.0K,0.5,2.78%,none,16.11,1.5,0.25,1.74,10.65,1.12,12.02,10.34,883.0K,122.0K,760.0K,86.10%,39.80%,31-Dec,none,8.29%,8.71%,146.13,0,5.37M,none,none,none,none,none,18,17.3,-3.89%,5.11%
cto,11.375,18.8,26.7,0.25,17.0K,"3,000",62.60%,118.00%,104.8M,5.58M,4.60M,0.2,1.06%,none,8.21,0.99,-0.25,4.24,0.42,2.29,18.99,4.43,23.9M,13.3M,5.96M,24.90%,50.60%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,18.8,19.88,5.74%,5.11%
ctoo,5.25,6.25,9,0.44,"1,182","1,000",-26.50%,-1.40%,31.8M,5.08M,1.80M,none,none,none,5.53,0.18,0,52.03,0.41,1.13,33.78,0.12,205.5M,17.7M,979.0K,0.80%,4.90%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,6.25,6.9915,11.86%,5.11%
ctpi.ob,0.02,0.075,2,none,20.1K,15.0K,-95.40%,-93.80%,11.8M,157.3M,7.90M,none,none,none,0.18,-0.31,-0.06,0.07,0.1,0.41,none,1.12,4.77M,-11.4M,-20.3M,none,none,31-Dec,none,-51.44%,-53.71%,8.77,0.01,17.8M,none,none,none,none,none,0.075,0.04,-46.67%,5.11%
ctr,18,23.82,23.88,0.07,316.7K,1.54M,28.80%,72.70%,982.5M,41.2M,15.7M,1.48,6.21%,none,18.66,1.53,0.36,5.53,0.01,1.28,15.54,4.31,225.2M,167.5M,62.4M,39.10%,34.70%,31-Dec,none,4.95%,8.19%,none,0.88,372.0K,55.0K,0.30%,110.0K,0.43,127.0K,23.82,23.95,0.55%,5.11%
ctra,2.75,5.27,17.14,none,532.7K,750.0K,-11.20%,19.00%,132.5M,25.1M,12.8M,none,none,none,none,-0.73,-0.16,1.5,none,0,none,3.52,35.9M,-17.8M,-17.5M,-48.80%,-54.30%,31-Dec,none,-23.81%,-29.70%,3.84,0.09,47.1M,1.40M,10.90%,1.17M,4.75,294.0K,5.7,6.64,16.49%,5.11%
ctrly.ob,0.001,1.01,14.25,none,0,0,-92.90%,-90.50%,1.11M,1.10M,848.0K,none,none,none,50.55,-17.55,-13.89,74.95,22.92,0.02,none,0.01,83.1M,8.12M,-19.8M,-22.30%,-18.50%,30-Jun,none,-6.00%,-28.20%,1.56,3.42,25.2M,39.0K,4.60%,38.0K,none,0,,,0,5.11%
ctry,5.762,15.4,15.85,-0.05,15.2K,21.0K,119.20%,194.00%,67.1M,4.36M,3.00M,none,none,none,5.8,0.05,-0.08,7.28,3.58,2.66,320.83,2.12,28.5M,none,233.0K,0.80%,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,15.6,15.62,0.13%,5.11%
cts,13.49,16.15,47.875,1.17,145.8K,114.0K,-60.70%,-47.30%,460.2M,28.5M,27.7M,0.12,0.74%,none,8.46,0.13,-0.1,24.1,none,1.91,125.19,0.67,685.3M,27.1M,4.41M,0.60%,3.00%,31-Dec,none,0.70%,1.86%,1.57,0.79,none,815.0K,2.90%,787.0K,5.4,151.0K,16.58,15,-9.53%,5.11%
ctsc,2.07,3.1,7,0.92,"7,318","5,000",-49.40%,-32.10%,7.11M,2.29M,2.10M,none,none,none,3.81,0.21,0.22,11.15,3.41,0.81,14.42,0.28,25.8M,-680.0K,495.0K,0.90%,-4.70%,31-Dec,none,1.97%,5.94%,2.72,0,7.82M,20.0K,1.00%,19.0K,3.33,"6,000",3,2.62,-12.67%,5.11%
ctsh,17.7,28.22,53.75,2.65,123.3K,98.0K,-28.30%,-3.90%,539.4M,19.1M,7.60M,none,none,none,4.85,1.13,0.3,8.62,4.18,5.82,25.02,3.27,175.4M,40.3M,22.9M,13.10%,19.70%,31-Dec,none,19.82%,30.62%,4.7,0,79.8M,294.0K,3.90%,151.0K,2.83,104.0K,28.57,32.01,12.04%,5.11%
ctt,2.6,2.87,9.188,0.36,12.6K,"8,000",-64.90%,-53.00%,17.6M,6.14M,5.90M,none,none,none,1.12,-0.41,-0.28,0.59,0.82,2.55,none,4.84,3.64M,-2.02M,-2.50M,-68.20%,-61.30%,31-Jul,none,-21.73%,-28.27%,2.32,0,5.02M,0,none,0,none,20.0K,2.92,3.45,18.15%,5.11%
cttay.ob,7.5,9.8,18.125,none,"7,955","4,000",-35.70%,-13.80%,1.23B,125.7M,100.6M,none,none,none,none,1.38,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,,0,5.11%
ctu,0.438,3,3.7,-0.37,14.5K,17.0K,300.00%,436.40%,30.2M,10.1M,7.60M,none,none,none,0.92,-0.23,0,1.39,0.16,3.27,none,2.16,14.0M,-1.42M,-2.28M,-16.20%,-16.80%,31-Mar,none,-19.33%,-22.47%,3.58,0,1.62M,"1,000",0.00%,0,0.06,16.0K,2.83,3.01,6.36%,5.11%
ctv,14.75,19.55,26.875,1.34,253.0K,264.0K,-23.10%,3.10%,1.01B,51.5M,49.4M,none,none,none,7.78,0.99,0.12,15.89,0.8,2.51,19.81,1.23,842.9M,96.9M,51.8M,6.10%,10.90%,31-Dec,none,7.31%,13.54%,3.95,0.49,40.9M,2.17M,4.40%,1.87M,9.15,237.0K,19.3,19.72,2.18%,5.11%
ctvb.ob,8.182,12.25,15.5,0.03,227,0,22.50%,64.30%,20.2M,1.65M,1.20M,0.06,0.45%,none,10.99,1.07,0.28,none,0.78,1.11,11.43,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,12.25,11.1,-9.39%,5.11%
ctvwf.ob,0.08,0.105,0.66,0.16,79.5K,74.0K,-63.80%,-51.40%,5.07M,48.3M,38.6M,none,none,none,0.17,-0.06,-0.03,0,0,0.62,none,59.94,82.0K,-2.98M,-2.99M,none,none,31-Dec,none,-36.92%,-37.25%,12.51,0,207.0K,0,none,33.0K,none,774.0K,0.115,0.095,-17.39%,5.11%
