"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","Delta Return"
"ABV","33.19","45.10","49.25","2","462,552","476,529","24.12%","8.85%","29.31B","649.87M","649.87M","1.11","2.50%","N/A","14.002","2.95","2.95","13.82","1.133","3.19","15.30","3.78","7.72B","3.17B","1.65B","21.37%","25.51%","31-Dec","30-Jun-06","8.39%","19.21%","1.183","0.348","736.56M","1.31M","N/A","1.76M","3.3","416,400","45.77","43.66","-4.61","3.50","-8.11"
"ABVA","13.913","16.535","17.47","1.12","4,752.31","2,514.29","17.48%","8.85%","91.47M","5.53M","4.93M","N/A","N/A","07-Jun-06","8.918","0.823","0.823","4.387","12.543","1.86","20.09","3.78","24.25M","N/A","4.86M","20.02%","52.25%","31-Dec","30-Jun-06","0.72%","9.91%","N/A","N/A","69.40M","3.70K","0.10%","422","0.8","9,738","16.90","16.49","-2.43","3.50","-5.93"
"ABX","24.58","31.01","36.03","1.29","4,274,140","4,850,160","6.51%","8.85%","26.79B","863.90M","861.91M","0.22","0.80%","02-Mar-93","15.363","1.42","1.42","6.209","1.655","1.97","21.88","6.20","4.21B","1.95B","972.00M","23.05%","32.00%","31-Dec","30-Jun-06","6.32%","11.51%","1.53","0.28","1.43B","14.78M","N/A","16.50M","3.8","6,587,000","30.88","31.00","0.39","3.50","-3.11"
"ABX.TO","none","34.58","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","none","none","none","none","N/A","N/A","","","none","none","none","none","none","none","none","none","none","2,604,818","34.60","34.75","0.43","3.50","-3.07"
"ABXA","4.94","5.63","8.50","3.04","316,751","389,543","-30.39%","8.85%","328.06M","58.27M","57.85M","N/A","N/A","N/A","2.238","0.53","0.53","24.701","1.258","2.47","10.62","0.22","1.44B","81.99M","31.03M","2.16%","2.66%","31-Dec","30-Jun-06","4.74%","26.72%","0.676","1.301","73.31M","2.50M","4.30%","2.39M","8.5","326,787","5.57","5.75","3.23","3.50","-0.27"
"ABY","2.27","2.61","4.53","2.64","706,174","1,013,490","-35.34%","8.85%","1.15B","440.00M","394.94M","0.09","3.40%","N/A","5.004","-0.27","-0.27","10.498","0.033","0.54","N/A","0.26","4.62B","723.12M","-112.90M","-2.56%","3.20%","31-Dec","30-Jun-06","1.18%","-4.94%","1.338","1.509","14.34M","3.06M","N/A","2.93M","8.1","398,300","2.55","2.49","-2.35","3.50","-5.85"
"ABZ.TO","none","36.39","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0.41","none","none","none","none","N/A","N/A","0","0","none","none","none","none","none","none","none","none","none","223,417","35.50","41.58","17.13","3.50","13.62"
"ABZA.OB","N/A","2.32","N/A","1.18","N/A","N/A","N/A","N/A","4.98M","2.15M","462.38K","N/A","N/A","N/A","0.093","-0.21","-0.21","1.95","0.049","26.34","N/A","1.29","4.09M","-119.01K","-432.73K","-10.58%","-10.42%","31-Dec","30-Jun-06","-15.72%","-678.70%","1.416","0.381","104.92K","N/A","N/A","N/A","N/A","1,595","","","0.00","3.50","-3.50"
"ACA.TO","none","1.04","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","none","none","none","none","N/A","N/A","","","none","none","none","none","none","none","none","none","none","36,800","1.07","1.03","-3.74","3.50","-7.24"
"ACAD","5.07","8.57","17.94","1.28","235,542","154,371","-23.47%","8.85%","254.83M","29.74M","22.22M","N/A","N/A","N/A","2.978","-1.77","-1.77","0.426","3.166","2.81","N/A","23.65","10.53M","-36.90M","-43.90M","N/A","-378.15%","31-Dec","30-Jun-06","-24.91%","-58.65%","4.452","0.019","94.14M","1.91M","6.60%","1.59M","8.6","120,056","8.34","9.48","13.67","3.50","10.17"
"ACAM","4.77","5.64","8.92","1.57","12,796.9","9,442.86","-35.02%","8.85%","302.51M","53.64M","49.85M","N/A","N/A","24-Feb-04","2.07","-1.47","-1.47","1.39","1.432","2.73","N/A","4.08","74.35M","-63.13M","-78.72M","-105.88%","-98.21%","31-Dec","30-Jun-06","-20.94%","-52.01%","2.089","0.173","76.82M","17.93K","N/A","8.05K","2.2","11,665","6.19","5.52","-10.82","3.50","-14.33"
"ACAP","41.42","49.28","52.59","0.78","42,986.2","39,657.1","1.69%","8.85%","389.85M","7.91M","6.98M","N/A","N/A","N/A","32.555","4.32","4.32","24.615","11.061","1.53","11.40","1.93","204.70M","63.11M","36.83M","17.99%","28.96%","31-Dec","30-Jun-06","3.39%","14.31%","3.47","0.119","87.51M","337.24K","4.90%","363.97K","6.6","52,437","49.21","54.71","11.18","3.50","7.67"
"ACAS","29.65","39.16","39.26","1.06","905,160","807,829","8.09%","8.85%","5.57B","142.20M","140.16M","3.32","8.60%","N/A","27.625","5.30","5.30","6.059","1.212","1.42","7.39","7.89","707.13M","546.92M","625.25M","88.57%","75.78%","31-Dec","30-Jun-06","5.79%","20.73%","0.603","0.879","172.35M","7.30M","5.20%","5.76M","7","885,479","39.48","43.16","9.32","3.50","5.82"
"ACAT","15.52","17.47","25.75","2.17","93,921.5","74,085.7","-17.06%","8.85%","336.75M","19.28M","11.93M","0.28","1.70%","06-Sep-94","9.473","0.96","0.96","37.003","0.776","1.77","18.27","0.45","721.29M","49.57M","18.77M","2.60%","3.58%","31-Mar","30-Jun-06","5.24%","10.36%","1.719","0.143","14.96M","1.77M","9.50%","1.68M","15.3","226,070","16.46","17.91","8.81","3.50","5.31"
"ACBA","10.97","11.30","13.83","1.22","4,484.62","4,914.29","-2.46%","8.85%","78.21M","6.92M","6.10M","0.20","1.80%","22-Feb-06","7.6","0.63","0.63","2.914","2.367","1.48","17.82","3.90","19.95M","N/A","4.63M","23.23%","56.79%","31-Dec","30-Jun-06","1.05%","9.10%","N/A","N/A","16.38M","30","N/A","299","0","3,240","11.30","11.70","3.54","3.50","0.04"
"ACBP.OB","14.52","18.50","19.60","0","344.615","1,428.57","20.65%","8.85%","N/A","N/A","N/A","N/A","N/A","23-May-06","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2,100","18.50","18.00","-2.70","3.50","-6.20"
"ACC","22.40","25.60","28.58","1.26","121,275","226,914","11.50%","8.85%","440.50M","17.21M","15.77M","1.35","5.20%","N/A","13.601","0.26","0.26","6.127","0.551","1.88","97.71","4.18","105.25M","46.96M","4.86M","4.62%","24.61%","31-Dec","30-Jun-06","2.44%","2.64%","1.799","2.183","9.48M","815.95K","4.80%","761.70K","9.9","116,400","25.17","26.63","5.80","3.50","2.30"
"ACCL","5.00","6.43","8.74","2.52","47,003.1","34,242.9","-15.30%","8.85%","169.01M","26.28M","25.86M","N/A","N/A","N/A","2.471","-0.24","-0.24","3.125","2.112","2.22","N/A","1.76","81.75M","2.18M","-6.17M","-7.55%","-4.64%","31-Mar","30-Jun-06","-1.31%","-7.94%","1.2","N/A","55.52M","127.35K","0.50%","176.36K","3.3","268,363","6.13","6.30","2.77","3.50","-0.73"
"ACCP.OB","0.10","0.95","8.65","1.66","9,583.08","8,757.14","-79.12%","8.85%","3.36M","3.53M","3.39M","N/A","N/A","N/A","-3.47","-1.07","-1.07","N/A","0.458","N/A","N/A","N/A","N/A","-7.08M","-11.14M","N/A","N/A","31-Dec","30-Jun-06","-53.46%","N/A","0.422","N/A","1.62M","0","N/A","0","0","1,200","","","0.00","3.50","-3.50"
"ACE","45.34","54.78","57.15","1.21","1,156,410","1,308,100","22.50%","8.85%","17.83B","325.55M","323.93M","1.00","1.80%","03-Mar-98","38.306999","3.61","3.61","42.257","11.295","1.45","15.19","1.38","13.15B","N/A","1.14B","9.02%","12.02%","31-Dec","30-Jun-06","1.67%","10.29%","2.753","0.219","3.68B","2.85M","0.90%","2.28M","2.9","1,116,300","54.09","57.25","5.84","3.50","2.34"
"ACEC","1.80","1.89","3.70","3.72","34,180","35,971.4","-24.51%","8.85%","33.62M","17.79M","12.95M","N/A","N/A","N/A","0.343","0.02","0.02","1.578","0.053","5.57","105.00","1.27","26.67M","1.92M","319.00K","1.20%","1.89%","30-June","30-Jun-06","2.11%","5.56%","1.303","0.49","946.00K","332.42K","2.40%","298.17K","10.4","36,931","1.80","1.14","-36.67","3.50","-40.17"
"ACEL","1.25","1.45","4.99","1.61","82,880","79,371.4","-25.64%","8.85%","54.56M","37.63M","26.27M","N/A","N/A","N/A","0.014","-0.19","-0.19","N/A","0.062","103.57","N/A","N/A","N/A","-7.27M","-7.07M","N/A","N/A","31-July","30-Apr-06","-102.02%","-272.31%","1.136","N/A","2.32M","296.00K","0.90%","224.58K","2.5","130,145","1.30","1.64","26.15","3.50","22.65"
"ACET","5.62","7.24","8.36","3.43","32,004.6","44,500","25.55%","8.85%","175.79M","24.28M","22.43M","0.15","2.10%","11-Jan-05","4.739","0.38","0.38","12.244","1.525","1.57","19.26","0.61","297.13M","14.07M","9.26M","3.11%","4.21%","30-June","30-Jun-06","4.96%","8.32%","3.877","0.004","37.04M","35.47K","0.10%","34.98K","1.9","22,917","7.04","8.76","24.43","3.50","20.93"
"ACF","21.31","25.07","31.70","2.75","1,758,250","1,772,490","2.60%","8.85%","3.14B","125.06M","123.19M","N/A","N/A","01-Oct-98","15.777","2.08","2.08","6.229","4.104","1.57","12.07","3.72","833.64M","N/A","306.18M","36.73%","59.68%","30-June","30-Jun-06","2.55%","14.82%","9.915","5.389","513.24M","15.44M","12.50%","15.86M","11.7","1,858,100","24.61","25.57","3.90","3.50","0.40"
"ACFC","13.20","17.76","18.33","1.79","16,667.7","38,000","28.44%","8.85%","251.25M","14.15M","4.83M","0.40","2.20%","N/A","6.721","0.41","0.41","2.004","2.967","2.65","43.64","9.20","27.44M","N/A","5.60M","20.42%","39.82%","31-Dec","30-Jun-06","0.75%","5.76%","N/A","N/A","41.97M","11.53K","0.10%","6.77K","2","4,670","17.94","18.15","1.17","3.50","-2.33"
"ACG","7.31","8.08","8.50","0.21","396,448","403,843","-3.58%","8.85%","1.85B","229.44M","0","0.60","7.40%","N/A","7.92","0.18","0.18","0.86","0.133","1.02","46.17","9.40","197.20M","N/A","40.15M","20.36%","92.79%","31-Dec","30-Jun-06","3.59%","2.15%","0.158","0.561","30.63M","91.85K","N/A","83.12K","0.2","355,000","8.09","8.11","0.25","3.50","-3.25"
"ACGI.OB","0.01","0.032","0.19","13.13","364,146","247,714","-75.00%","8.85%","2.52M","78.61M","72.50M","N/A","N/A","19-Jun-03","-0.084","-0.102","-0.102","0.009","0.001","N/A","N/A","6.56","419.17K","-1.48M","-4.69M","N/A","-508.99%","31-Dec","30-Jun-06","-76.67%","N/A","0.023","N/A","61.10K","N/A","N/A","N/A","N/A","28,000","","","0.00","3.50","-3.50"
"ACGL","45.89","62.89","63.90","1.43","221,806","211,900","30.67%","8.85%","4.65B","73.94M","62.85M","N/A","N/A","N/A","40.785999","3.73","3.73","60.712","28.431","1.53","16.86","1.39","3.32B","N/A","282.07M","8.74%","10.62%","31-Dec","30-Jun-06","2.00%","10.50%","2.434","0.099","2.10B","113.50K","0.20%","169.28K","0.5","181,778","63.09","64.29","1.90","3.50","-1.60"
"ACGY","9.12","16.76","19.12","3.26","414,155","418,471","40.58%","8.85%","3.23B","192.60M","113.58M","N/A","N/A","N/A","3.092","1.21","1.21","8.938","1.573","5.21","13.86","1.81","1.72B","264.45M","163.10M","13.88%","10.27%","30-Nov","31-May-06","9.84%","35.46%","0.996","0.016","302.90M","189.22K","N/A","363.38K","0.5","439,195","16.67","18.15","8.88","3.50","5.38"
"ACH","54.75","62.85","111.60","4.26","90,295.4","55,971.4","16.57%","8.85%","7.32B","116.50M","48.89M","5.02","7.60%","N/A","45","11.80","11.80","52.9","13.149","1.43","5.33","1.27","5.89B","2.21B","1.32B","22.33%","31.16%","31-Dec","30-Jun-06","14.79%","29.52%","1.472","0.374","1.53B","78.47K","N/A","55.65K","0.8","96,400","63.80","17.68","-72.29","3.50","-75.79"
"ACHI.OB","0.008","0.039","0.414","5.16","2,198,780","2,002,330","-22.92%","8.85%","15.41M","395.11M","297.16M","N/A","N/A","N/A","-0.002","-0.031","-0.031","0.001","0","N/A","N/A","98.50","148.41K","-5.43M","-8.16M","N/A","-5310.11%","30-Nov","31-May-06","-375.17%","N/A","0.183","N/A","7.95K","N/A","N/A","N/A","N/A","108,100","","","0.00","3.50","-3.50"
"ACHM.OB","N/A","1.30","N/A","0","N/A","N/A","N/A","N/A","102.05M","78.50M","26.60M","N/A","N/A","N/A","-0.009","-0.14","-0.14","0","0","N/A","N/A","111,614.33","851","-1.07M","-9.33M","N/A","-1091935.02%","31-Dec","30-Jun-06","-1437.04%","N/A","0.076","N/A","17.62K","N/A","N/A","N/A","N/A","28,910","1.33","1.32","-0.75","3.50","-4.25"
"ACI","25.88","29.04","56.45","1.16","3,339,950","4,854,900","-16.04%","8.85%","4.17B","143.54M","142.46M","0.24","0.90%","16-May-06","9.213","1.06","1.06","18.781","0.092","3.06","27.42","1.59","2.55B","398.49M","146.31M","6.22%","6.55%","31-Dec","30-Jun-06","3.43%","13.00%","1.193","0.813","13.19M","9.06M","6.30%","8.12M","3.5","4,865,200","28.36","34.63","22.11","3.50","18.61"
"ACIE.OB","0.06","0.079","0.14","-4.01","69,769.2","133,000","-36.36%","8.85%","4.04M","51.15M","21.89M","N/A","N/A","N/A","0.002","-0.016","-0.016","0.213","0.001","36.50","N/A","0.36","10.34M","-604.95K","-795.97K","-7.70%","-7.44%","31-Mar","30-Jun-06","-35.23%","-233.56%","0.906","N/A","28.89K","N/A","N/A","N/A","N/A","958,857","0.07","0.06","-14.29","3.50","-17.79"
"ACKHQ.OB","0.12","0.181","3.05","4.71","805,938","314,657","-91.71%","8.85%","7.36M","40.66M","40.54M","N/A","N/A","02-Dec-86","-30.319","4.069","4.069","89.292","13.157","N/A","0.04","0.00","3.62B","376.10M","155.20M","4.57%","5.26%","31-Dec","30-Jun-06","3.23%","N/A","3.598","N/A","535.00M","0","N/A","0","0","249,036","0.11","","0.00","3.50","-3.50"
"ACL","90.85","116.61","148.70","-0.01","610,231","322,514","-9.95%","8.85%","35.69B","306.07M","76.12M","1.36","1.20%","N/A","8.994","3.59","3.59","14.998","5.359","12.79","32.52","7.66","4.59B","1.87B","1.12B","24.33%","35.01%","31-Dec","30-Jun-06","20.34%","44.08%","1.546","0.33","1.64B","1.74M","N/A","2.09M","4.2","385,400","111.78","106.08","-5.10","3.50","-8.60"
"ACLI","25.60","57.37","63.47","0","420,275","546,500","N/A","8.85%","1.77B","30.84M","23.84M","N/A","N/A","N/A","9.301","1.40","1.40","29.631","0.383","6.00","41.13","2.07","830.21M","149.56M","41.48M","4.93%","11.90%","31-Dec","30-Jun-06","9.37%","21.39%","1.578","0.751","11.81M","3.83M","15.40%","3.57M","9.6","346,489","58.94","64.15","8.84","3.50","5.34"
"ACLS","4.05","6.89","8.20","3.01","1,234,300","1,432,270","34.44%","8.85%","697.55M","101.24M","93.20M","N/A","N/A","N/A","4.453","0.06","0.06","3.932","1.622","1.55","112.95","1.77","395.89M","37.17M","6.19M","1.56%","-0.31%","31-Dec","30-Jun-06","1.39%","1.40%","2.486","0.333","164.23M","6.53M","6.50%","7.32M","5.3","1,995,814","6.96","6.90","-0.86","3.50","-4.36"
"ACME","3.50","5.43","5.75","2.44","11,280","4,928.57","35.18%","8.85%","87.13M","16.05M","11.59M","N/A","N/A","N/A","3.701","-0.59","-0.59","2.617","0.136","1.45","N/A","2.06","41.99M","8.40M","-14.19M","-22.71%","-13.04%","31-Dec","30-Jun-06","-2.19%","-22.15%","0.634","0.66","2.18M","36.43K","0.30%","31.27K","2.8","3,758","5.54","5.26","-5.05","3.50","-8.56"
"ACMI.PK","0.05","0.20","0.50","N/A","2,923.08","171.429","13.64%","8.85%","2.83M","14.13M","8.63M","N/A","N/A","N/A","-0.354","0.01","0.01","N/A","0","N/A","18.18","N/A","N/A","-473.69K","155.59K","N/A","N/A","","","-286.29%","N/A","0.002","N/A","2.27K","N/A","N/A","N/A","N/A","65,000","0.30","0.30","0.00","3.50","-3.50"
"ACMR","12.40","18.97","20.10","1.22","262,434","132,443","-4.50%","8.85%","376.69M","19.86M","15.57M","N/A","N/A","01-Aug-02","10.024","0.37","0.37","28.537","1.245","1.88","51.83","0.66","565.80M","27.02M","7.32M","1.29%","2.48%","31-Dec","30-Jun-06","3.32%","3.77%","3.743","0.128","24.72M","3.67M","22.80%","2.09M","11.4","156,450","18.67","21.93","17.46","3.50","13.96"
"ACN","24.54","29.36","33.05","1.37","1,718,040","1,353,300","17.36%","8.85%","16.94B","577.06M","547.40M","0.30","1.00%","N/A","2.571","1.41","1.41","30.921","5.175","11.46","20.78","0.94","18.15B","2.24B","856.02M","4.72%","9.92%","31-Aug","31-May-06","13.40%","52.62%","1.21","0.034","2.99B","3.95M","0.70%","4.22M","2.6","2,832,000","30.84","32.91","6.71","3.50","3.21"
"ACN.TO","none","6.18","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","none","none","none","none","N/A","N/A","0","1","none","none","none","none","none","none","none","none","none","211,778","6.10","6.23","2.13","3.50","-1.37"
"ACNB.OB","19.00","20.50","23.00","0.36","1,364.62","1,471.43","-8.64%","8.85%","111.44M","5.44M","5.34M","0.84","4.20%","N/A","13.464","1.33","1.33","6.29","3.599","1.49","15.43","3.20","34.19M","N/A","7.22M","21.12%","41.81%","31-Dec","30-Jun-06","0.77%","9.80%","N/A","N/A","19.56M","N/A","N/A","N/A","N/A","1,724","20.00","20.30","1.50","3.50","-2.00"
"ACO","16.35","24.99","33.50","3.07","306,683","230,043","33.26%","8.85%","749.23M","29.98M","15.43M","0.48","2.00%","02-Dec-97","8.984","1.34","1.34","19.253","0.458","2.77","18.65","1.30","572.99M","76.54M","41.45M","7.23%","9.12%","31-Dec","30-Jun-06","9.32%","16.40%","3.756","0.196","13.74M","2.79M","11.10%","3.03M","14.1","130,200","24.85","26.31","5.88","3.50","2.37"
"ACOR","2.20","9.00","11.90","0","772,546","6,932,990","N/A","8.85%","176.67M","19.63M","16.48M","N/A","N/A","N/A","-0.112","-9.76","-9.76","2.423","1.232","N/A","N/A","11.51","18.76M","-22.71M","-75.99M","-143.31%","-129.79%","31-Dec","30-Jun-06","-40.99%","N/A","1.517","N/A","24.18M","46.07K","0.20%","43.77K","3.4","7,555,844","8.70","17.79","104.48","3.50","100.98"
"ACP","28.55","48.80","54.50","1.63","15,649.2","11,271.4","30.97%","8.85%","3.02B","61.86M","6.20M","0.40","0.80%","N/A","26.214001","0.93","0.93","30.559","22.066","1.90","52.25","1.63","1.89B","285.72M","53.10M","3.01%","5.16%","31-Dec","30-Jun-06","1.76%","3.18%","4.026","0.88","1.36B","29.44K","N/A","24.74K","1.8","9,900","54.40","62.60","15.07","3.50","11.57"
"ACPW","1.98","1.89","5.91","2.17","188,389","418,757","-48.99%","8.85%","94.07M","49.77M","39.25M","N/A","N/A","N/A","0.932","-0.49","-0.49","0.422","0.622","2.17","N/A","4.85","20.71M","-21.35M","-24.00M","-115.90%","-121.09%","31-Dec","30-Jun-06","-23.23%","-42.91%","5.97","N/A","30.97M","2.33M","5.40%","2.45M","26.4","865,517","2.51","2.47","-1.59","3.50","-5.10"
"ACS","46.50","51.95","63.66","1.07","1,019,800","527,257","-2.51%","8.85%","6.14B","118.13M","109.76M","N/A","N/A","25-Feb-02","21.069","2.90","2.90","43.456","0.854","2.47","17.93","1.15","5.35B","876.36M","362.10M","6.76%","10.96%","30-June","30-Jun-06","7.08%","13.59%","1.853","0.658","100.84M","2.28M","2.00%","2.31M","3.1","485,000","50.94","53.48","4.99","3.50","1.48"
"ACSEF","3.20","4.18","11.00","1.73","33,973.8","13,700","13.82%","8.85%","13.75M","3.29M","1.85M","N/A","N/A","N/A","3.794","0.53","0.53","4.308","1.101","1.11","7.84","1.01","13.70M","2.16M","1.93M","14.12%","13.24%","31-Dec","30-Jun-06","8.20%","17.39%","3.582","N/A","3.62M","6.22K","N/A","1.39K","0.2","600","","","0.00","3.50","-3.50"
"ACSH.OB","2.60","2.55","7.01","0","17,823.1","21,071.4","N/A","8.85%","36.90M","14.47M","9.72M","N/A","N/A","N/A","0.77","-0.13","-0.13","0.561","0.371","3.38","N/A","5.11","7.36M","-1.03M","-1.73M","-23.54%","-19.25%","31-Dec","30-Jun-06","-8.14%","-24.01%","3.099","0.036","5.37M","N/A","N/A","N/A","N/A","4,800","2.87","","0.00","3.50","-3.50"
"ACTC.OB","0.26","0.745","2.95","3.1","1,162,770","800,357","-70.00%","8.85%","20.63M","27.69M","17.41M","N/A","N/A","N/A","-0.621","0.246","0.246","0.016","0.192","N/A","3.03","53.88","370.01K","-15.69M","8.36M","2258.21%","-4284.06%","31-Dec","30-Jun-06","-130.11%","N/A","0.523","N/A","5.31M","N/A","N/A","N/A","N/A","226,723","0.68","0.81","19.12","3.50","15.62"
"ACTG","4.95","11.22","14.95","0.9","272,418","238,986","108.08%","8.85%","313.59M","27.95M","27.45M","N/A","N/A","N/A","2.246","-0.14","-0.14","1.245","1.457","4.82","N/A","8.86","34.12M","2.66M","-3.92M","-11.58%","-14.76%","31-Dec","30-Jun-06","-2.54%","-6.20%","9.917","N/A","40.72M","1.31M","3.30%","1.43M","5.3","265,392","11.22","12.78","13.90","3.50","10.40"
"ACTI","3.15","4.55","5.25","1.32","122,063","127,371","9.05%","8.85%","207.47M","45.60M","42.58M","N/A","N/A","N/A","3.689","-0.72","-0.72","1.002","3.006","1.27","N/A","4.77","44.92M","-25.86M","-32.24M","-71.77%","-74.60%","30-Sep","30-Jun-06","-9.48%","-17.98%","7.218","N/A","137.05M","123.92K","0.30%","184.15K","1.1","106,439","4.74","5.56","17.30","3.50","13.80"
"ACTL","12.40","16.03","17.53","2.85","148,565","132,586","11.94%","8.85%","417.55M","26.05M","25.87M","N/A","N/A","N/A","10.923","0.17","0.17","7.187","5.676","1.44","93.20","2.23","184.05M","18.44M","4.53M","2.46%","1.34%","1-Jan","02-Jul-06","1.52%","1.65%","3.578","N/A","147.86M","1.88M","7.20%","1.73M","11.1","120,367","15.21","16.39","7.76","3.50","4.26"
"ACTS","6.55","8.32","12.24","0","192,958","838,957","N/A","8.85%","715.52M","86.00M","68.50M","N/A","N/A","N/A","1.913","0.86","0.86","1.836","1.865","4.34","9.72","4.65","153.35M","74.21M","71.49M","46.62%","47.70%","31-Dec","30-Jun-06","N/A","N/A","5.899","0.032","160.40M","769.36K","N/A","295.82K","6.2","270,370","8.38","8.29","-1.07","3.50","-4.58"
"ACTU","2.35","4.42","4.79","1.29","361,442","261,586","77.33%","8.85%","266.70M","60.34M","56.44M","N/A","N/A","15-Aug-00","0.997","0.14","0.14","1.949","0.748","4.39","31.80","2.25","117.52M","17.95M","8.99M","7.65%","10.09%","31-Dec","30-Jun-06","8.53%","16.68%","1.565","N/A","45.12M","3.36M","6.00%","3.24M","15.2","250,270","4.52","5.22","15.49","3.50","11.98"
